(Number of Powers   32768 )
(Number of Trafos   752.000 )
(Flux    517.90893600 )
(Average Poisson level      0.00400195 )
(Renormalization const  0.20076209E-02 )
(Background rate   10.000000     )
(Count rate per PCU   220.91411     )
(Count rate * VLE rate per PCU   18698.281     )
      34.312500 0.19731918E-03 0.15312790E-03
      34.375000 0.20074825E-03 0.15325294E-03
      34.437500 0.13037078E-03 0.15068654E-03
      34.500000 0.94086885E-04 0.14936340E-03
      34.562500 0.36772843E-04 0.14727337E-03
      34.625000 -0.14879562E-03 0.14050638E-03
      34.687500 0.21874996E-03 0.15390941E-03
      34.750000 0.94495656E-04 0.14937831E-03
      34.812500 0.97249351E-04 0.14947873E-03
      34.875000 0.31173546E-04 0.14706918E-03
      34.937500 0.21342732E-03 0.15371531E-03
      35.000000 0.41102030E-05 0.14608231E-03
      35.062500 0.34080772E-03 0.15836040E-03
      35.125000 0.60041177E-04 0.14812189E-03
      35.187500 0.28954243E-03 0.15649093E-03
      35.250000 -0.17204744E-04 0.14530502E-03
      35.312500 -0.11327350E-04 0.14551934E-03
      35.375000 0.48542299E-03 0.16363397E-03
      35.437500 0.26463708E-03 0.15558273E-03
      35.500000 0.24557087E-03 0.15488746E-03
      35.562500 0.23064978E-03 0.15434333E-03
      35.625000 0.12376727E-03 0.15044573E-03
      35.687500 -0.29661238E-04 0.14485077E-03
      35.750000 -0.11489422E-03 0.14174265E-03
      35.812500 0.23550620E-03 0.15452044E-03
      35.875000 -0.10218404E-03 0.14220615E-03
      35.937500 0.13633481E-03 0.15090403E-03
      36.000000 -0.16934975E-03 0.13975686E-03
      36.062500 0.36496658E-04 0.14726329E-03
      36.125000 0.10607286E-03 0.14980049E-03
      36.187500 0.67517278E-04 0.14839452E-03
      36.250000 0.15016840E-03 0.15140849E-03
      36.312500 0.90077199E-04 0.14921719E-03
      36.375000 0.13734716E-03 0.15094095E-03
      36.437500 0.27805663E-03 0.15607210E-03
      36.500000 0.30300482E-04 0.14703735E-03
      36.562500 0.99366443E-04 0.14955594E-03
      36.625000 -0.98187273E-04 0.14235188E-03
      36.687500 -0.13147839E-03 0.14113788E-03
      36.750000 -0.18477007E-04 0.14525863E-03
      36.812500 0.19773465E-03 0.15314306E-03
      36.875000 0.59387334E-04 0.14809804E-03
      36.937500 0.17397426E-03 0.15227661E-03
      37.000000 0.18645899E-03 0.15273187E-03
      37.062500 0.26608407E-03 0.15563550E-03
      37.125000 0.26334854E-03 0.15553576E-03
      37.187500 -0.41022093E-04 0.14443648E-03
      37.250000 0.36515205E-03 0.15924813E-03
      37.312500 0.13807377E-03 0.15096745E-03
      37.375000 0.40241625E-03 0.16060701E-03
      37.437500 0.45060737E-04 0.14757560E-03
      37.500000 0.60054579E-04 0.14812237E-03
      37.562500 0.85150416E-04 0.14903751E-03
      37.625000 0.21492408E-03 0.15376988E-03
      37.687500 0.13728494E-03 0.15093866E-03
      37.750000 0.22077227E-03 0.15398314E-03
      37.812500 0.58340040E-04 0.14805984E-03
      37.875000 0.93421077E-04 0.14933913E-03
      37.937500 0.18095160E-03 0.15253104E-03
      38.000000 0.18855263E-03 0.15280824E-03
      38.062500 0.21360155E-03 0.15372166E-03
      38.125000 0.22570432E-03 0.15416300E-03
      38.187500 0.13062231E-04 0.14640874E-03
      38.250000 0.17623829E-03 0.15235916E-03
      38.312500 0.17193495E-04 0.14655938E-03
      38.375000 0.56067391E-04 0.14797699E-03
      38.437500 -0.15234675E-03 0.14037690E-03
      38.500000 -0.72398347E-04 0.14329230E-03
      38.562500 0.33208280E-03 0.15804222E-03
      38.625000 0.81611724E-04 0.14890848E-03
      38.687500 -0.10580171E-03 0.14207422E-03
      38.750000 0.11191244E-03 0.15001345E-03
      38.812500 0.17984710E-04 0.14658824E-03
      38.875000 -0.61006143E-04 0.14370774E-03
      38.937500 0.24716716E-03 0.15494568E-03
      39.000000 -0.26643634E-03 0.13621648E-03
      39.062500 -0.26722494E-03 0.13618772E-03
      39.125000 0.21822081E-04 0.14672818E-03
      39.187500 -0.18270803E-03 0.13926974E-03
      39.250000 0.18228177E-03 0.15257954E-03
      39.312500 0.11039750E-03 0.14995820E-03
      39.375000 0.15300490E-03 0.15151192E-03
      39.437500 0.14641910E-03 0.15127177E-03
      39.500000 -0.14388343E-04 0.14540771E-03
      39.562500 0.20845626E-04 0.14669258E-03
      39.625000 0.11570817E-03 0.15015186E-03
      39.687500 0.29986413E-03 0.15686732E-03
      39.750000 0.19337387E-04 0.14663757E-03
      39.812500 0.15720844E-03 0.15166521E-03
      39.875000 -0.10456200E-04 0.14555112E-03
      39.937500 -0.27572631E-04 0.14492693E-03
      40.000000 -0.10609081E-03 0.14206367E-03
      40.062500 -0.93740098E-04 0.14251405E-03
      40.125000 -0.28235807E-04 0.14490275E-03
      40.187500 0.19750824E-03 0.15313480E-03
      40.250000 0.15348833E-03 0.15152956E-03
      40.312500 0.31087172E-03 0.15726873E-03
      40.375000 0.15934420E-03 0.15174309E-03
      40.437500 0.89842179E-04 0.14920862E-03
      40.500000 0.19792467E-03 0.15314997E-03
      40.562500 0.17262301E-03 0.15222732E-03
      40.625000 0.53482658E-04 0.14788272E-03
      40.687500 -0.63777072E-04 0.14360671E-03
      40.750000 0.38266028E-03 0.15988658E-03
      40.812500 -0.14650238E-03 0.14059001E-03
      40.875000 0.37137888E-03 0.15947520E-03
      40.937500 0.33556501E-03 0.15816922E-03
      41.000000 0.12202114E-03 0.15038205E-03
      41.062500 0.35107293E-03 0.15873474E-03
      41.125000 0.22465392E-04 0.14675164E-03
      41.187500 0.46854733E-04 0.14764104E-03
      41.250000 -0.90943322E-04 0.14261606E-03
      41.312500 -0.98826044E-04 0.14232860E-03
      41.375000 -0.97741409E-04 0.14236814E-03
      41.437500 -0.28352381E-03 0.13559336E-03
      41.500000 -0.42396550E-04 0.14438637E-03
      41.562500 -0.17110999E-03 0.13969268E-03
      41.625000 -0.12337812E-03 0.14143329E-03
      41.687500 0.19232370E-03 0.15294575E-03
      41.750000 -0.98787990E-04 0.14233001E-03
      41.812500 0.14582198E-03 0.15125002E-03
      41.875000 -0.88226247E-04 0.14271517E-03
      41.937500 0.56406516E-04 0.14798937E-03
      42.000000 -0.12777791E-03 0.14127285E-03
      42.062500 0.25112159E-03 0.15508990E-03
      42.125000 0.17761179E-03 0.15240927E-03
      42.187500 0.13441851E-03 0.15083417E-03
      42.250000 0.10323995E-03 0.14969723E-03
      42.312500 0.63563828E-04 0.14825039E-03
      42.375000 0.87981416E-05 0.14625327E-03
      42.437500 -0.30371082E-04 0.14482491E-03
      42.500000 0.25658205E-03 0.15528902E-03
      42.562500 0.29449721E-03 0.15667164E-03
      42.625000 -0.13060317E-04 0.14545619E-03
      42.687500 -0.11820483E-03 0.14162195E-03
      42.750000 -0.10490136E-03 0.14210708E-03
      42.812500 0.15891317E-04 0.14651194E-03
      42.875000 -0.84423336E-04 0.14285384E-03
      42.937500 0.16139260E-04 0.14652098E-03
      43.000000 -0.15380114E-04 0.14537158E-03
      43.062500 -0.54672830E-04 0.14393873E-03
      43.125000 0.19071111E-03 0.15288696E-03
      43.187500 0.93279159E-04 0.14933398E-03
      43.250000 0.18603132E-03 0.15271630E-03
      43.312500 -0.59227703E-04 0.14377263E-03
      43.375000 0.32707345E-03 0.15785957E-03
      43.437500 0.10266078E-03 0.14967608E-03
      43.500000 0.14111442E-03 0.15107836E-03
      43.562500 0.69321082E-04 0.14846031E-03
      43.625000 0.48486705E-04 0.14770056E-03
      43.687500 0.52813259E-04 0.14785833E-03
      43.750000 0.67999994E-04 0.14841213E-03
      43.812500 -0.27104674E-03 0.13604839E-03
      43.875000 -0.55022487E-04 0.14392596E-03
      43.937500 0.22441220E-04 0.14675077E-03
      44.000000 0.25206404E-04 0.14685163E-03
      44.062500 0.14252597E-03 0.15112982E-03
      44.125000 -0.11939022E-03 0.14157873E-03
      44.187500 0.85809283E-04 0.14906158E-03
      44.250000 0.22358699E-03 0.15408582E-03
      44.312500 0.72641509E-04 0.14858140E-03
      44.375000 0.16035918E-03 0.15178014E-03
      44.437500 0.42783972E-03 0.16153415E-03
      44.500000 -0.10351374E-04 0.14555496E-03
      44.562500 0.19089492E-03 0.15289366E-03
      44.625000 -0.27362094E-03 0.13595451E-03
      44.687500 0.15655675E-03 0.15164146E-03
      44.750000 -0.70388483E-05 0.14567576E-03
      44.812500 0.20666800E-03 0.15346883E-03
      44.875000 0.12535760E-03 0.15050377E-03
      44.937500 0.33373679E-04 0.14714945E-03
      45.000000 0.11139047E-03 0.14999442E-03
      45.062500 0.99851553E-04 0.14957365E-03
      45.125000 -0.15014375E-03 0.14045727E-03
      45.187500 0.33084092E-04 0.14713890E-03
      45.250000 0.46278674E-04 0.14762004E-03
      45.312500 -0.33549944E-03 0.13369802E-03
      45.375000 -0.51912193E-04 0.14403940E-03
      45.437500 0.17246722E-03 0.15222168E-03
      45.500000 0.72187744E-04 0.14856485E-03
      45.562500 -0.74979973E-04 0.14319821E-03
      45.625000 0.22895653E-03 0.15428162E-03
      45.687500 -0.33440380E-03 0.13373799E-03
      45.750000 0.56399815E-04 0.14798911E-03
      45.812500 0.12236410E-03 0.15039461E-03
      45.875000 0.13945061E-03 0.15101768E-03
      45.937500 -0.48417060E-04 0.14416686E-03
      46.000000 0.11835776E-03 0.15024850E-03
      46.062500 -0.24002111E-05 0.14584491E-03
      46.125000 0.14213778E-03 0.15111567E-03
      46.187500 0.54078821E-04 0.14790450E-03
      46.250000 0.17484756E-04 0.14657003E-03
      46.312500 0.75196563E-05 0.14620664E-03
      46.375000 0.47839563E-04 0.14767695E-03
      46.437500 -0.92028677E-04 0.14257649E-03
      46.500000 -0.20597802E-03 0.13842119E-03
      46.562500 -0.55310396E-04 0.14391549E-03
      46.625000 0.82704253E-04 0.14894835E-03
      46.687500 0.14623266E-03 0.15126499E-03
      46.750000 -0.15282612E-03 0.14035944E-03
      46.812500 -0.14983070E-04 0.14538606E-03
      46.875000 0.33219552E-03 0.15804636E-03
      46.937500 0.12618807E-03 0.15053405E-03
      47.000000 0.19004004E-03 0.15286247E-03
      47.062500 -0.15728718E-03 0.14019676E-03
      47.125000 0.54400476E-04 0.14791620E-03
      47.187500 0.48314389E-04 0.14769427E-03
      47.250000 0.81061989E-04 0.14888847E-03
      47.312500 0.10796858E-03 0.14986964E-03
      47.375000 0.12000289E-03 0.15030849E-03
      47.437500 0.10356639E-04 0.14631009E-03
      47.500000 -0.20921708E-03 0.13830306E-03
      47.562500 0.32640859E-04 0.14712273E-03
      47.625000 0.41207331E-05 0.14608270E-03
      47.687500 0.14657681E-03 0.15127753E-03
      47.750000 0.71015515E-04 0.14852211E-03
      47.812500 -0.31944179E-04 0.14476755E-03
      47.875000 0.97282144E-04 0.14947995E-03
      47.937500 0.95887823E-04 0.14942912E-03
      48.000000 -0.82203580E-04 0.14293478E-03
      48.062500 0.19884153E-03 0.15318344E-03
      48.125000 0.13049260E-03 0.15069100E-03
      48.187500 -0.87880898E-06 0.14590038E-03
      48.250000 0.28029172E-03 0.15615362E-03
      48.312500 0.48504415E-04 0.14770121E-03
      48.375000 0.20674795E-03 0.15347177E-03
      48.437500 0.16620882E-03 0.15199346E-03
      48.500000 0.21801355E-03 0.15388259E-03
      48.562500 -0.13354306E-03 0.14106263E-03
      48.625000 -0.89675848E-06 0.14589973E-03
      48.687500 0.11688351E-03 0.15019474E-03
      48.750000 -0.23346833E-04 0.14508107E-03
      48.812500 0.18048563E-03 0.15251407E-03
      48.875000 0.25476365E-05 0.14602534E-03
      48.937500 -0.17024674E-03 0.13972417E-03
      49.000000 0.57160396E-04 0.14801687E-03
      49.062500 0.94957315E-04 0.14939519E-03
      49.125000 -0.87847147E-04 0.14272898E-03
      49.187500 -0.10430041E-03 0.14212899E-03
      49.250000 -0.94204872E-04 0.14249714E-03
      49.312500 0.86437278E-04 0.14908447E-03
      49.375000 0.88629986E-05 0.14625564E-03
      49.437500 -0.13407102E-04 0.14544353E-03
      49.500000 0.10126598E-03 0.14962522E-03
      49.562500 -0.61419458E-04 0.14369270E-03
      49.625000 0.42307089E-03 0.16136025E-03
      49.687500 -0.10717736E-03 0.14202407E-03
      49.750000 0.55483670E-04 0.14795571E-03
      49.812500 -0.10796618E-03 0.14199532E-03
      49.875000 0.41507450E-04 0.14744604E-03
      49.937500 0.16473887E-03 0.15193985E-03
      50.000000 -0.77804507E-04 0.14309521E-03
      50.062500 -0.23162838E-03 0.13748581E-03
      50.125000 -0.13694055E-03 0.14093873E-03
      50.187500 -0.51639840E-04 0.14404932E-03
      50.250000 -0.11971977E-03 0.14156671E-03
      50.312500 -0.40239254E-04 0.14446507E-03
      50.375000 0.44709646E-04 0.14756282E-03
      50.437500 -0.15419556E-03 0.14030951E-03
      50.500000 0.26528925E-04 0.14689985E-03
      50.562500 0.18053158E-03 0.15251574E-03
      50.625000 -0.14269780E-03 0.14072878E-03
      50.687500 0.30162247E-03 0.15693148E-03
      50.750000 -0.66063840E-05 0.14569153E-03
      50.812500 0.46124547E-04 0.14761442E-03
      50.875000 0.30081783E-03 0.15690213E-03
      50.937500 0.20496591E-03 0.15340677E-03
      51.000000 0.32137652E-03 0.15765184E-03
      51.062500 -0.17558373E-03 0.13952955E-03
      51.125000 -0.15303792E-03 0.14035172E-03
      51.187500 0.17398599E-04 0.14656690E-03
      51.250000 -0.31630181E-04 0.14477900E-03
      51.312500 -0.23763980E-04 0.14506585E-03
      51.375000 -0.40068135E-04 0.14447130E-03
      51.437500 0.97537741E-05 0.14628810E-03
      51.500000 -0.20236849E-03 0.13855282E-03
      51.562500 0.13941519E-03 0.15101637E-03
      51.625000 0.11047767E-03 0.14996115E-03
      51.687500 0.26236611E-03 0.15549995E-03
      51.750000 -0.19457386E-03 0.13883706E-03
      51.812500 -0.84644234E-04 0.14284578E-03
      51.875000 0.94849624E-04 0.14939126E-03
      51.937500 0.18847772E-03 0.15280551E-03
      52.000000 -0.15327820E-03 0.14034296E-03
      52.062500 0.18475043E-03 0.15266959E-03
      52.125000 -0.15922429E-04 0.14535181E-03
      52.187500 0.94723735E-04 0.14938666E-03
      52.250000 -0.32267511E-04 0.14475576E-03
      52.312500 0.17081873E-03 0.15216155E-03
      52.375000 0.19591935E-03 0.15307689E-03
      52.437500 0.30921055E-05 0.14604519E-03
      52.500000 0.15963976E-03 0.15175391E-03
      52.562500 0.69556103E-04 0.14846888E-03
      52.625000 0.15226322E-03 0.15148491E-03
      52.687500 -0.82574297E-04 0.14292127E-03
      52.750000 -0.13024441E-03 0.14118291E-03
      52.812500 0.17764242E-03 0.15241039E-03
      52.875000 -0.10296807E-04 0.14555696E-03
      52.937500 -0.19436589E-03 0.13884464E-03
      53.000000 -0.55997745E-04 0.14389041E-03
      53.062500 0.50493702E-04 0.14777377E-03
      53.125000 -0.10482262E-03 0.14210996E-03
      53.187500 -0.30863425E-03 0.13467771E-03
      53.250000 -0.11895225E-03 0.14159470E-03
      53.312500 -0.38416540E-04 0.14453154E-03
      53.375000 -0.55014349E-04 0.14392627E-03
      53.437500 -0.36903755E-04 0.14458671E-03
      53.500000 -0.43797329E-04 0.14433532E-03
      53.562500 -0.18786432E-03 0.13908173E-03
      53.625000 -0.17399316E-04 0.14529795E-03
      53.687500 -0.87175358E-04 0.14275347E-03
      53.750000 0.17559905E-03 0.15233588E-03
      53.812500 -0.18553399E-03 0.13916670E-03
      53.875000 -0.23548346E-04 0.14507372E-03
      53.937500 0.20689824E-04 0.14668690E-03
      54.000000 -0.27478576E-04 0.14493040E-03
      54.062500 0.36349473E-04 0.14725798E-03
      54.125000 0.83123072E-04 0.14896362E-03
      54.187500 0.44537810E-04 0.14755657E-03
      54.250000 0.81323333E-06 0.14596208E-03
      54.312500 0.58970186E-05 0.14614747E-03
      54.375000 0.12439264E-03 0.15046855E-03
      54.437500 0.11688207E-03 0.15019470E-03
      54.500000 0.68324043E-04 0.14842396E-03
      54.562500 0.20871761E-03 0.15354359E-03
      54.625000 -0.25650501E-03 0.13657866E-03
      54.687500 -0.25105721E-03 0.13677732E-03
      54.750000 0.19264393E-04 0.14663493E-03
      54.812500 0.21484295E-03 0.15376696E-03
      54.875000 -0.35601097E-04 0.14463419E-03
      54.937500 0.10973815E-03 0.14993417E-03
      55.000000 0.19007163E-03 0.15286363E-03
      55.062500 -0.11618347E-03 0.14169567E-03
      55.125000 0.65858498E-04 0.14833406E-03
      55.187500 -0.12677394E-04 0.14547014E-03
      55.250000 0.98260507E-05 0.14629075E-03
      55.312500 0.13708511E-03 0.15093143E-03
      55.375000 -0.58556150E-04 0.14379711E-03
      55.437500 -0.55638277E-04 0.14390351E-03
      55.500000 0.37494414E-04 0.14729972E-03
      55.562500 0.12095111E-03 0.15034307E-03
      55.625000 -0.73710580E-04 0.14324448E-03
      55.687500 -0.15981064E-04 0.14534967E-03
      55.750000 0.69419686E-04 0.14846391E-03
      55.812500 0.23434762E-03 0.15447821E-03
      55.875000 0.12904897E-03 0.15063837E-03
      55.937500 -0.70955684E-04 0.14334494E-03
      56.000000 0.24245123E-03 0.15477372E-03
      56.062500 -0.19307448E-03 0.13889174E-03
      56.125000 -0.22056789E-03 0.13788915E-03
      56.187500 -0.10561479E-03 0.14208107E-03
      56.250000 -0.16934927E-03 0.13975690E-03
      56.312500 0.46366265E-04 0.14762323E-03
      56.375000 -0.76244098E-04 0.14315211E-03
      56.437500 -0.10180183E-03 0.14222010E-03
      56.500000 0.16495904E-03 0.15194787E-03
      56.562500 -0.25194726E-03 0.13674487E-03
      56.625000 0.12317207E-03 0.15042406E-03
      56.687500 -0.32092753E-03 0.13422943E-03
      56.750000 0.12067971E-03 0.15033317E-03
      56.812500 0.61990017E-04 0.14819298E-03
      56.875000 0.75516306E-04 0.14868625E-03
      56.937500 -0.38334666E-03 0.13195323E-03
      57.000000 0.30403631E-04 0.14704114E-03
      57.062500 -0.15961679E-03 0.14011181E-03
      57.125000 -0.39661998E-04 0.14448611E-03
      57.187500 -0.22049442E-03 0.13789182E-03
      57.250000 -0.15691192E-03 0.14021045E-03
      57.312500 0.23270297E-03 0.15441825E-03
      57.375000 0.16368009E-03 0.15190123E-03
      57.437500 -0.13075705E-03 0.14116423E-03
      57.500000 0.24528007E-03 0.15487689E-03
      57.562500 0.21327391E-04 0.14671017E-03
      57.625000 -0.41675936E-04 0.14441267E-03
      57.687500 -0.21878059E-03 0.13795434E-03
      57.750000 0.80398095E-04 0.14886426E-03
      57.812500 0.10112191E-03 0.14961998E-03
      57.875000 0.12010198E-03 0.15031210E-03
      57.937500 -0.41426796E-04 0.14442176E-03
      58.000000 -0.32788048E-04 0.14473678E-03
      58.062500 -0.44378656E-04 0.14431411E-03
      58.125000 -0.12366340E-03 0.14142290E-03
      58.187500 0.49682862E-04 0.14774420E-03
      58.250000 0.23827402E-04 0.14680134E-03
      58.312500 0.21794127E-03 0.15387994E-03
      58.375000 -0.97976910E-04 0.14235958E-03
      58.437500 0.13838944E-03 0.15097899E-03
      58.500000 0.18565748E-03 0.15270268E-03
      58.562500 0.17193734E-03 0.15220235E-03
      58.625000 0.60573198E-04 0.14814131E-03
      58.687500 0.12574674E-03 0.15051795E-03
      58.750000 -0.13609261E-03 0.14096966E-03
      58.812500 0.95310563E-04 0.14940805E-03
      58.875000 -0.18609641E-03 0.13914620E-03
      58.937500 -0.75893964E-04 0.14316486E-03
      59.000000 0.64714036E-05 0.14616842E-03
      59.062500 0.12004885E-03 0.15031017E-03
      59.125000 0.11073137E-03 0.14997039E-03
      59.187500 0.54233427E-04 0.14791012E-03
      59.250000 -0.65928863E-04 0.14352825E-03
      59.312500 0.38227710E-04 0.14732646E-03
      59.375000 -0.28925235E-03 0.13538449E-03
      59.437500 -0.20803505E-04 0.14517381E-03
      59.500000 0.20034595E-03 0.15323832E-03
      59.562500 -0.57302077E-05 0.14572348E-03
      59.625000 0.55286466E-04 0.14794854E-03
      59.687500 -0.26003603E-04 0.14498418E-03
      59.750000 0.78662495E-04 0.14880097E-03
      59.812500 -0.15159934E-03 0.14040418E-03
      59.875000 -0.89163448E-04 0.14268099E-03
      59.937500 -0.63857005E-04 0.14360381E-03
      60.000000 0.82005892E-04 0.14892289E-03
      60.062500 0.56033645E-04 0.14797578E-03
      60.125000 -0.12837240E-03 0.14125118E-03
      60.187500 0.13679409E-03 0.15092081E-03
      60.250000 -0.44718261E-04 0.14430172E-03
      60.312500 -0.10486713E-03 0.14210833E-03
      60.375000 0.65325279E-04 0.14831460E-03
